Rank,WeeklyGross,PctChangeWkGross,Theaters,DeltaTheaters,AvgRev,GrossToDate,Week,Thursday,name,year,Winner
16.0,986615,-60.7,777.0,-436.0,1270.0,41803442,21,2015-03-12,Birdman,2014,True
25.0,300764,-69.5,239.0,-538.0,1258.0,42104206,22,2015-03-19,Birdman,2014,True
35.0,129278,-57.0,108.0,-131.0,1197.0,42233484,23,2015-03-26,Birdman,2014,True
47.0,57650,-55.4,46.0,-62.0,1253.0,42291134,24,2015-04-02,Birdman,2014,True
53.0,33091,-42.6,39.0,-7.0,848.0,42324225,25,2015-04-09,Birdman,2014,True
63.0,16373,-50.5,20.0,-19.0,819.0,42340598,26,2015-04-16,Birdman,2014,True
33.0,240211,,4.0,,60053.0,240211,0,2014-12-25,American Sniper,2014,False
22.0,1312168,446.0,4.0,,328042.0,1552379,1,2015-01-01,American Sniper,2014,False
22.0,1042772,-20.5,4.0,,260693.0,2595151,2,2015-01-08,American Sniper,2014,False
21.0,829627,-20.4,4.0,,207407.0,3424778,3,2015-01-15,American Sniper,2014,False
1.0,132347335,15853.0,3555.0,3551.0,37229.0,135772113,4,2015-01-22,American Sniper,2014,False
1.0,81319900,-38.6,3705.0,150.0,21949.0,217092013,5,2015-01-29,American Sniper,2014,False
1.0,41008226,-49.6,3885.0,180.0,10556.0,258100239,6,2015-02-05,American Sniper,2014,False
2.0,29598054,-27.8,3885.0,,7619.0,287698293,7,2015-02-12,American Sniper,2014,False
4.0,22258885,-24.8,3235.0,-650.0,6881.0,309957178,8,2015-02-19,American Sniper,2014,False
5.0,13451269,-39.6,3235.0,,4158.0,323408447,9,2015-02-26,American Sniper,2014,False
7.0,9290532,-30.9,2914.0,-321.0,3188.0,332698979,10,2015-03-05,American Sniper,2014,False
11.0,5870584,-36.8,2545.0,-369.0,2307.0,338569563,11,2015-03-12,American Sniper,2014,False
10.0,3791189,-35.4,2001.0,-544.0,1895.0,342360752,12,2015-03-19,American Sniper,2014,False
12.0,2179482,-42.5,1456.0,-545.0,1497.0,344540234,13,2015-03-26,American Sniper,2014,False
13.0,1218194,-44.1,970.0,-486.0,1256.0,345758428,14,2015-04-02,American Sniper,2014,False
13.0,857808,-29.6,623.0,-347.0,1377.0,346616236,15,2015-04-09,American Sniper,2014,False
14.0,766947,-10.6,616.0,-7.0,1245.0,347383183,16,2015-04-16,American Sniper,2014,False
18.0,537494,-29.9,445.0,-171.0,1208.0,347920677,17,2015-04-23,American Sniper,2014,False
20.0,496871,-7.6,403.0,-42.0,1233.0,348417548,18,2015-04-30,American Sniper,2014,False
16.0,616317,24.0,422.0,19.0,1460.0,349033865,19,2015-05-07,American Sniper,2014,False
20.0,418062,-32.2,402.0,-20.0,1040.0,349451927,20,2015-05-14,American Sniper,2014,False
24.0,257144,-38.5,378.0,-24.0,680.0,349709071,21,2015-05-21,American Sniper,2014,False
24.0,264036,2.7,251.0,-127.0,1052.0,349973107,22,2015-05-28,American Sniper,2014,False
32.0,93775,-64.5,165.0,-86.0,568.0,350066882,23,2015-06-04,American Sniper,2014,False
48.0,33662,-64.1,114.0,-51.0,295.0,350100544,24,2015-06-11,American Sniper,2014,False
54.0,18431,-45.2,54.0,-60.0,341.0,350118902,25,2015-06-18,American Sniper,2014,False
69.0,7397,-59.9,22.0,-32.0,336.0,350126372,26,2015-06-25,American Sniper,2014,False
19.0,615167,,5.0,,123033.0,615167,1,2014-07-17,Boyhood,2014,False
15.0,1785641,190.0,34.0,29.0,52519.0,2400808,2,2014-07-24,Boyhood,2014,False
14.0,2642572,48.0,107.0,73.0,24697.0,5043380,3,2014-07-31,Boyhood,2014,False
11.0,3520007,33.2,310.0,203.0,11355.0,8563387,4,2014-08-07,Boyhood,2014,False
14.0,3087075,-12.3,506.0,196.0,6101.0,11650462,5,2014-08-14,Boyhood,2014,False
11.0,3011586,-2.4,771.0,265.0,3906.0,14662048,6,2014-08-21,Boyhood,2014,False
12.0,2338473,-22.4,734.0,-37.0,3186.0,17000521,7,2014-08-28,Boyhood,2014,False
16.0,2321256,-0.7,632.0,-102.0,3673.0,19321777,8,2014-09-04,Boyhood,2014,False
14.0,1621674,-30.1,775.0,143.0,2092.0,20943451,9,2014-09-11,Boyhood,2014,False
15.0,1210465,-25.4,659.0,-116.0,1837.0,22153916,10,2014-09-18,Boyhood,2014,False
20.0,638934,-47.2,342.0,-317.0,1868.0,22757574,11,2014-09-25,Boyhood,2014,False
21.0,463912,-27.4,228.0,-114.0,2035.0,23254278,12,2014-10-02,Boyhood,2014,False
30.0,234540,-49.4,138.0,-90.0,1700.0,23491302,13,2014-10-09,Boyhood,2014,False
34.0,159013,-32.2,72.0,-66.0,2209.0,23650315,14,2014-10-16,Boyhood,2014,False
,114575,-27.9,52.0,-20.0,2203.0,23764890,15,2014-10-23,Boyhood,2014,False
53.0,60636,-47.1,37.0,-15.0,1639.0,23825526,16,2014-10-30,Boyhood,2014,False
52.0,60765,0.2,34.0,-3.0,1787.0,23866291,17,2014-11-06,Boyhood,2014,False
53.0,37586,-38.1,23.0,-11.0,1634.0,23923877,18,2014-11-13,Boyhood,2014,False
55.0,34908,-7.1,18.0,-5.0,1939.0,23958785,19,2014-11-20,Boyhood,2014,False
60.0,28704,-17.8,12.0,-6.0,2392.0,23987489,20,2014-11-27,Boyhood,2014,False
48.0,37548,30.8,10.0,-2.0,3755.0,24025037,21,2014-12-04,Boyhood,2014,False
50.0,35534,-5.4,20.0,10.0,1777.0,24060571,22,2014-12-11,Boyhood,2014,False
43.0,45677,13.8,26.0,6.0,1757.0,24110838,23,2014-12-18,Boyhood,2014,False
47.0,72583,58.9,25.0,-1.0,2903.0,24183421,24,2014-12-25,Boyhood,2014,False
46.0,74608,2.8,18.0,-7.0,4145.0,24258029,25,2015-01-01,Boyhood,2014,False
47.0,59371,-20.4,20.0,2.0,2969.0,24317400,26,2015-01-08,Boyhood,2014,False
53.0,40047,-32.5,20.0,,2002.0,24357447,27,2015-01-15,Boyhood,2014,False
28.0,364283,810.0,136.0,116.0,2679.0,24721730,28,2015-01-22,Boyhood,2014,False
34.0,254163,-30.2,204.0,68.0,1246.0,24982436,29,2015-01-29,Boyhood,2014,False
43.0,121047,-52.4,131.0,-73.0,924.0,25096940,30,2015-02-05,Boyhood,2014,False
53.0,66283,-45.2,60.0,-71.0,1105.0,25163223,31,2015-02-12,Boyhood,2014,False
46.0,84667,27.7,110.0,50.0,770.0,25247890,32,2015-02-19,Boyhood,2014,False
45.0,93269,10.2,170.0,60.0,549.0,25341159,33,2015-02-26,Boyhood,2014,False
63.0,31036,-66.7,29.0,-141.0,1070.0,25372195,34,2015-03-05,Boyhood,2014,False
17.0,1138940,,4.0,,284735.0,1138940,1,2014-03-13,The Grand Budapest Hotel,2014,False
8.0,5071579,345.0,66.0,62.0,76842.0,6210519,2,2014-03-20,The Grand Budapest Hotel,2014,False
7.0,9421296,85.8,304.0,238.0,30991.0,15631815,3,2014-03-27,The Grand Budapest Hotel,2014,False
6.0,11448612,21.5,977.0,673.0,11718.0,27080427,4,2014-04-03,The Grand Budapest Hotel,2014,False
5.0,8339128,-27.2,1263.0,286.0,6603.0,35419555,5,2014-04-10,The Grand Budapest Hotel,2014,False
9.0,6129846,-26.5,1467.0,204.0,4178.0,41549401,6,2014-04-17,The Grand Budapest Hotel,2014,False
12.0,4794580,-21.8,1280.0,-187.0,3746.0,46343981,7,2014-04-24,The Grand Budapest Hotel,2014,False
13.0,3427451,-28.5,1021.0,-259.0,3357.0,49771432,8,2014-05-01,The Grand Budapest Hotel,2014,False
9.0,2509696,-26.8,884.0,-137.0,2839.0,52281128,9,2014-05-08,The Grand Budapest Hotel,2014,False
11.0,2155678,-14.1,770.0,-114.0,2800.0,54436806,10,2014-05-15,The Grand Budapest Hotel,2014,False
12.0,1495640,-30.6,630.0,-140.0,2374.0,55932446,11,2014-05-22,The Grand Budapest Hotel,2014,False
15.0,1031573,-31.0,360.0,-270.0,2865.0,56964019,12,2014-05-29,The Grand Budapest Hotel,2014,False
15.0,570424,-44.7,249.0,-111.0,2291.0,57534443,13,2014-06-05,The Grand Budapest Hotel,2014,False
22.0,378904,-33.6,185.0,-64.0,2048.0,57913347,14,2014-06-12,The Grand Budapest Hotel,2014,False
25.0,300948,-20.6,149.0,-36.0,2020.0,58214295,15,2014-06-19,The Grand Budapest Hotel,2014,False
30.0,216046,-28.2,112.0,-37.0,1929.0,58430341,16,2014-06-26,The Grand Budapest Hotel,2014,False
36.0,192263,-11.0,90.0,-22.0,2136.0,58622604,17,2014-07-03,The Grand Budapest Hotel,2014,False
36.0,156941,-18.4,72.0,-18.0,2180.0,58779545,18,2014-07-10,The Grand Budapest Hotel,2014,False
39.0,111099,-29.2,63.0,-9.0,1763.0,58890644,19,2014-07-17,The Grand Budapest Hotel,2014,False
42.0,82832,-25.4,46.0,-17.0,1801.0,58973476,20,2014-07-24,The Grand Budapest Hotel,2014,False
54.0,46115,-44.3,37.0,-9.0,1246.0,59019591,21,2014-07-31,The Grand Budapest Hotel,2014,False
62.0,24613,-46.6,23.0,-14.0,1070.0,59044204,22,2014-08-07,The Grand Budapest Hotel,2014,False
72.0,13168,-46.5,16.0,-7.0,823.0,59057372,23,2014-08-14,The Grand Budapest Hotel,2014,False
76.0,9977,-24.2,9.0,-7.0,1109.0,59067349,24,2014-08-21,The Grand Budapest Hotel,2014,False
78.0,8670,-13.1,8.0,-1.0,1084.0,59076019,25,2014-08-28,The Grand Budapest Hotel,2014,False
79.0,4100,,4.0,-1.0,1025.0,59080869,29,2014-09-04,The Grand Budapest Hotel,2014,False
74.0,5276,28.7,4.0,,1319.0,59086145,31,2014-09-11,The Grand Budapest Hotel,2014,False
,54525,934.0,38.0,34.0,1435.0,59140670,38,2014-09-18,The Grand Budapest Hotel,2014,False
48.0,56946,4.4,62.0,24.0,918.0,59197616,45,2014-09-25,The Grand Budapest Hotel,2014,False
66.0,19744,-65.3,34.0,-28.0,581.0,59202880,48,2014-10-02,The Grand Budapest Hotel,2014,False
67.0,23069,16.8,24.0,-10.0,961.0,59240429,49,2014-10-09,The Grand Budapest Hotel,2014,False
60.0,41101,78.2,210.0,186.0,196.0,59281530,50,2014-10-16,The Grand Budapest Hotel,2014,False
67.0,19794,-51.8,50.0,-160.0,396.0,59301324,51,2014-10-23,The Grand Budapest Hotel,2014,False
17.0,611199,,4.0,,152800.0,611199,1,2014-12-04,The Imitation Game,2014,False
18.0,513186,-16.0,8.0,4.0,64148.0,1124385,2,2014-12-11,The Imitation Game,2014,False
14.0,1172576,129.0,25.0,17.0,46903.0,2296961,3,2014-12-18,The Imitation Game,2014,False
15.0,4404693,276.0,747.0,722.0,5897.0,6701654,4,2014-12-25,The Imitation Game,2014,False
8.0,15997909,263.0,747.0,,21416.0,22699563,5,2015-01-01,The Imitation Game,2014,False
7.0,10516876,-34.3,754.0,7.0,13948.0,33216439,6,2015-01-08,The Imitation Game,2014,False
6.0,10389869,-1.2,1566.0,812.0,6635.0,43606308,7,2015-01-15,The Imitation Game,2014,False
6.0,9899973,-4.7,1611.0,45.0,6145.0,53506281,8,2015-01-22,The Imitation Game,2014,False
5.0,9275355,-6.3,2025.0,414.0,4580.0,62781636,9,2015-01-29,The Imitation Game,2014,False
7.0,7077151,-23.7,2402.0,377.0,2946.0,69858787,10,2015-02-05,The Imitation Game,2014,False
7.0,6273636,-11.4,1963.0,-439.0,3196.0,76132423,11,2015-02-12,The Imitation Game,2014,False
8.0,5223479,-16.7,1551.0,-412.0,3368.0,81355902,12,2015-02-19,The Imitation Game,2014,False
9.0,3546983,-32.1,1408.0,-143.0,2519.0,84902885,13,2015-02-26,The Imitation Game,2014,False
13.0,2420328,-31.8,1103.0,-305.0,2194.0,87323213,14,2015-03-05,The Imitation Game,2014,False
13.0,1526985,-36.9,862.0,-241.0,1771.0,88850198,15,2015-03-12,The Imitation Game,2014,False
16.0,926110,-39.4,525.0,-337.0,1764.0,89776308,16,2015-03-19,The Imitation Game,2014,False
18.0,518612,-44.0,337.0,-188.0,1539.0,90294920,17,2015-03-26,The Imitation Game,2014,False
22.0,356727,-31.2,271.0,-66.0,1316.0,90651647,18,2015-04-02,The Imitation Game,2014,False
32.0,209869,-41.2,202.0,-69.0,1039.0,90861516,19,2015-04-09,The Imitation Game,2014,False
32.0,117487,-44.0,128.0,-74.0,918.0,90979003,20,2015-04-16,The Imitation Game,2014,False
42.0,60987,-48.1,75.0,-53.0,813.0,91039990,21,2015-04-23,The Imitation Game,2014,False
48.0,47436,-22.2,60.0,-15.0,791.0,91087426,22,2015-04-30,The Imitation Game,2014,False
54.0,25913,-45.4,34.0,-26.0,762.0,91113339,23,2015-05-07,The Imitation Game,2014,False
62.0,12344,-52.4,22.0,-12.0,561.0,91125683,24,2015-05-14,The Imitation Game,2014,False
28.0,322176,,19.0,,16957.0,322176,0,2014-12-25,Selma,2014,False
23.0,1113104,246.0,22.0,3.0,50596.0,1435280,1,2015-01-01,Selma,2014,False
24.0,851669,-23.5,22.0,,38712.0,2286949,2,2015-01-08,Selma,2014,False
2.0,15377081,1706.0,2179.0,2157.0,7057.0,17664030,3,2015-01-15,Selma,2014,False
5.0,16055744,4.4,2235.0,56.0,7184.0,33719774,4,2015-01-22,Selma,2014,False
7.0,7188153,-55.2,2046.0,-189.0,3513.0,40907928,5,2015-01-29,Selma,2014,False
10.0,3824057,-46.8,1714.0,-332.0,2231.0,44731984,6,2015-02-05,Selma,2014,False
12.0,2532207,-33.8,941.0,-773.0,2691.0,47264191,7,2015-02-12,Selma,2014,False
14.0,1663705,-34.3,566.0,-375.0,2939.0,48927896,8,2015-02-19,Selma,2014,False
17.0,1029813,-38.1,412.0,-154.0,2500.0,49957709,9,2015-02-26,Selma,2014,False
20.0,635796,-38.3,283.0,-129.0,2247.0,50593505,10,2015-03-05,Selma,2014,False
18.0,550538,-13.4,270.0,-13.0,2039.0,51144043,11,2015-03-12,Selma,2014,False
24.0,316576,-42.5,231.0,-39.0,1370.0,51460619,12,2015-03-19,Selma,2014,False
22.0,380660,20.2,702.0,471.0,542.0,51841279,13,2015-03-26,Selma,2014,False
41.0,93577,-75.4,64.0,-638.0,1462.0,51934856,14,2015-04-02,Selma,2014,False
40.0,109507,17.0,135.0,71.0,811.0,52044363,15,2015-04-09,Selma,2014,False
54.0,32545,-70.3,67.0,-68.0,486.0,52076908,16,2015-04-16,Selma,2014,False
29.0,295472,,5.0,,59094.0,295472,1,2014-11-13,The Theory of Everything,2014,False
18.0,1000705,239.0,41.0,36.0,24407.0,1296177,2,2014-11-20,The Theory of Everything,2014,False
10.0,3222886,222.0,749.0,708.0,4303.0,4519063,3,2014-11-27,The Theory of Everything,2014,False
7.0,6426371,99.4,802.0,53.0,8013.0,10945434,4,2014-12-04,The Theory of Everything,2014,False
7.0,3677749,-42.8,826.0,24.0,4452.0,14623183,5,2014-12-11,The Theory of Everything,2014,False
9.0,3609390,-1.9,1220.0,394.0,2959.0,18232573,6,2014-12-18,The Theory of Everything,2014,False
17.0,2921122,-19.1,736.0,-484.0,3969.0,21153695,7,2014-12-25,The Theory of Everything,2014,False
19.0,2512324,-14.0,736.0,,3413.0,23666019,8,2015-01-01,The Theory of Everything,2014,False
17.0,1555009,-38.1,651.0,-85.0,2389.0,25221028,9,2015-01-08,The Theory of Everything,2014,False
19.0,1096918,-29.5,408.0,-243.0,2689.0,26317946,10,2015-01-15,The Theory of Everything,2014,False
21.0,1474584,34.4,509.0,101.0,2897.0,27792530,11,2015-01-22,The Theory of Everything,2014,False
16.0,1807915,22.6,858.0,349.0,2107.0,29600445,12,2015-01-29,The Theory of Everything,2014,False
18.0,1441229,-20.3,805.0,-53.0,1790.0,31041674,13,2015-02-05,The Theory of Everything,2014,False
15.0,1393029,-3.3,602.0,-203.0,2314.0,32434703,14,2015-02-12,The Theory of Everything,2014,False
18.0,1144475,-17.8,466.0,-136.0,2456.0,33579178,15,2015-02-19,The Theory of Everything,2014,False
19.0,821350,-28.2,545.0,79.0,1507.0,34400528,16,2015-02-26,The Theory of Everything,2014,False
17.0,839855,2.3,611.0,66.0,1375.0,35240383,17,2015-03-05,The Theory of Everything,2014,False
23.0,364622,-56.6,355.0,-256.0,1027.0,35605005,18,2015-03-12,The Theory of Everything,2014,False
33.0,148872,-59.2,168.0,-187.0,886.0,35753877,19,2015-03-19,The Theory of Everything,2014,False
48.0,71946,-51.7,70.0,-98.0,1028.0,35825823,20,2015-03-26,The Theory of Everything,2014,False
57.0,29033,-59.6,39.0,-31.0,744.0,35854856,21,2015-04-02,The Theory of Everything,2014,False
61.0,23486,-19.1,20.0,-19.0,1174.0,35878342,22,2015-04-09,The Theory of Everything,2014,False
64.0,15195,-35.3,15.0,-5.0,1013.0,35893537,23,2015-04-16,The Theory of Everything,2014,False
32.0,205427,,6.0,,34238.0,205427,1,2014-10-16,Whiplash,2014,False
28.0,276646,34.7,21.0,15.0,13174.0,482073,2,2014-10-23,Whiplash,2014,False
23.0,353693,27.9,46.0,25.0,7689.0,835766,3,2014-10-30,Whiplash,2014,False
24.0,374474,5.9,61.0,15.0,6139.0,1210240,4,2014-11-06,Whiplash,2014,False
21.0,471508,25.9,88.0,27.0,5358.0,1681748,5,2014-11-13,Whiplash,2014,False
17.0,1014314,115.0,419.0,331.0,2421.0,2696062,6,2014-11-20,Whiplash,2014,False
21.0,772356,-23.9,331.0,-88.0,2333.0,3468418,7,2014-11-27,Whiplash,2014,False
19.0,595313,-22.9,179.0,-152.0,3326.0,4063731,8,2014-12-04,Whiplash,2014,False
20.0,447780,-24.8,175.0,-4.0,2559.0,4511511,9,2014-12-11,Whiplash,2014,False
23.0,379230,-15.3,154.0,-21.0,2463.0,4890741,10,2014-12-18,Whiplash,2014,False
26.0,386836,2.0,111.0,-43.0,3485.0,5277577,11,2014-12-25,Whiplash,2014,False
31.0,413251,6.8,87.0,-24.0,4750.0,5690828,12,2015-01-01,Whiplash,2014,False
31.0,310342,-24.9,84.0,-3.0,3695.0,6001170,13,2015-01-08,Whiplash,2014,False
32.0,227254,-26.8,69.0,-15.0,3294.0,6228424,14,2015-01-15,Whiplash,2014,False
25.0,584960,157.0,189.0,120.0,3095.0,6813384,15,2015-01-22,Whiplash,2014,False
20.0,1117099,91.0,567.0,378.0,1970.0,7930483,16,2015-01-29,Whiplash,2014,False
21.0,880556,-21.2,525.0,-42.0,1677.0,8811039,17,2015-02-05,Whiplash,2014,False
20.0,1035413,17.6,479.0,-46.0,2162.0,9846452,18,2015-02-12,Whiplash,2014,False
20.0,913870,-11.7,515.0,36.0,1775.0,10760322,19,2015-02-19,Whiplash,2014,False
18.0,826980,-9.5,440.0,-75.0,1880.0,11587302,20,2015-02-26,Whiplash,2014,False
16.0,870199,5.2,538.0,98.0,1617.0,12457501,21,2015-03-05,Whiplash,2014,False
,355103,-59.2,289.0,-249.0,1229.0,12812604,22,2015-03-12,Whiplash,2014,False
31.0,168945,-52.4,120.0,-169.0,1408.0,12981549,23,2015-03-19,Whiplash,2014,False
45.0,80211,-52.5,73.0,-47.0,1099.0,13061760,24,2015-03-26,Whiplash,2014,False
23.0,446770,,5.0,,89354.0,446770,1,2015-11-12,Spotlight,2015,True
12.0,1829341,310.0,61.0,56.0,29989.0,2276111,2,2015-11-19,Spotlight,2015,True
10.0,5575778,205.0,897.0,836.0,6216.0,7851889,3,2015-11-26,Spotlight,2015,True
7.0,5853808,5.0,897.0,,6526.0,13705697,4,2015-12-03,Spotlight,2015,True
8.0,4088252,-30.2,980.0,83.0,4172.0,17793949,5,2015-12-10,Spotlight,2015,True
8.0,3584077,-12.3,1089.0,109.0,3291.0,21378026,6,2015-12-17,Spotlight,2015,True
13.0,2437057,-32.0,825.0,-264.0,2954.0,23815083,7,2015-12-24,Spotlight,2015,True
16.0,2108796,-13.5,480.0,-345.0,4393.0,25923879,8,2015-12-31,Spotlight,2015,True
16.0,1694127,-19.7,365.0,-115.0,4641.0,27618006,9,2016-01-07,Spotlight,2015,True
17.0,1355157,-20.0,368.0,3.0,3682.0,28973163,10,2016-01-14,Spotlight,2015,True
14.0,2656182,96.0,985.0,617.0,2697.0,31629345,11,2016-01-21,Spotlight,2015,True
16.0,1936443,-27.1,1030.0,45.0,1880.0,33565788,12,2016-01-28,Spotlight,2015,True
15.0,1703046,-12.1,715.0,-315.0,2382.0,35268834,13,2016-02-04,Spotlight,2015,True
17.0,1237078,-27.4,668.0,-47.0,1852.0,36505912,14,2016-02-11,Spotlight,2015,True
20.0,1074159,-13.2,455.0,-213.0,2361.0,37580071,15,2016-02-18,Spotlight,2015,True
23.0,805450,-25.0,401.0,-54.0,2009.0,38385521,16,2016-02-25,Spotlight,2015,True
16.0,1410618,75.1,685.0,284.0,2059.0,39796139,17,2016-03-03,Spotlight,2015,True
14.0,2460135,74.4,1227.0,542.0,2005.0,42256274,18,2016-03-10,Spotlight,2015,True
18.0,1320264,-46.3,847.0,-380.0,1559.0,43576538,19,2016-03-17,Spotlight,2015,True
21.0,604300,-54.2,443.0,-404.0,1364.0,44180838,20,2016-03-24,Spotlight,2015,True
25.0,239817,-60.3,206.0,-237.0,1164.0,44420655,21,2016-03-31,Spotlight,2015,True
27.0,226757,-5.4,202.0,-4.0,1123.0,44647412,22,2016-04-07,Spotlight,2015,True
35.0,115820,-48.9,112.0,-90.0,1034.0,44763232,23,2016-04-14,Spotlight,2015,True
39.0,73418,-36.6,103.0,-9.0,713.0,44836650,24,2016-04-21,Spotlight,2015,True
41.0,55854,-23.9,91.0,-12.0,614.0,44892504,25,2016-04-28,Spotlight,2015,True
31.0,163272,192.0,224.0,133.0,729.0,45055776,26,2016-05-05,Spotlight,2015,True
15.0,941404,,8.0,,117676.0,941404,1,2015-12-17,The Big Short,2015,False
9.0,4550044,383.0,1585.0,1577.0,2871.0,5491448,2,2015-12-24,The Big Short,2015,False
6.0,18503730,307.0,1585.0,,11674.0,23995178,3,2015-12-31,The Big Short,2015,False
7.0,12554659,-32.2,1588.0,3.0,7906.0,36549837,4,2016-01-07,The Big Short,2015,False
7.0,8771045,-30.1,2529.0,941.0,3468.0,45320882,5,2016-01-14,The Big Short,2015,False
8.0,7892959,-10.0,1765.0,-764.0,4472.0,53213841,6,2016-01-21,The Big Short,2015,False
10.0,4686636,-40.6,1351.0,-414.0,3469.0,57900477,7,2016-01-28,The Big Short,2015,False
11.0,4049999,-13.6,983.0,-368.0,4120.0,61950476,8,2016-02-04,The Big Short,2015,False
14.0,2381361,-41.2,660.0,-323.0,3608.0,64331837,9,2016-02-11,The Big Short,2015,False
16.0,1915904,-19.5,535.0,-125.0,3581.0,66247741,10,2016-02-18,The Big Short,2015,False
18.0,1263111,-34.1,432.0,-103.0,2924.0,67510852,11,2016-02-25,The Big Short,2015,False
17.0,1338265,5.9,543.0,111.0,2465.0,68849117,12,2016-03-03,The Big Short,2015,False
19.0,672744,-49.7,314.0,-229.0,2142.0,69521861,13,2016-03-10,The Big Short,2015,False
26.0,397323,-40.9,222.0,-92.0,1790.0,69919184,14,2016-03-17,The Big Short,2015,False
37.0,188582,-52.5,133.0,-89.0,1418.0,70107766,15,2016-03-24,The Big Short,2015,False
46.0,69852,-63.0,67.0,-66.0,1043.0,70177618,16,2016-03-31,The Big Short,2015,False
45.0,82252,17.8,108.0,41.0,762.0,70259870,17,2016-04-07,The Big Short,2015,False
3.0,21216197,,2811.0,,7548.0,21216197,1,2015-10-22,Bridge of Spies,2015,False
3.0,15926419,-24.9,2811.0,,5666.0,37142616,2,2015-10-29,Bridge of Spies,2015,False
3.0,11743336,-26.3,2873.0,62.0,4087.0,48885952,3,2015-11-05,Bridge of Spies,2015,False
5.0,8520602,-27.4,2767.0,-106.0,3079.0,57406554,4,2015-11-12,Bridge of Spies,2015,False
6.0,5825858,-31.6,2688.0,-79.0,2167.0,63232412,5,2015-11-19,Bridge of Spies,2015,False
12.0,2951101,-49.3,725.0,-1963.0,4070.0,66183513,6,2015-11-26,Bridge of Spies,2015,False
14.0,1720981,-41.7,635.0,-90.0,2710.0,67904494,7,2015-12-03,Bridge of Spies,2015,False
17.0,956020,-44.4,536.0,-99.0,1784.0,68860514,8,2015-12-10,Bridge of Spies,2015,False
16.0,859140,-10.1,540.0,4.0,1591.0,69719654,9,2015-12-17,Bridge of Spies,2015,False
22.0,418525,-51.3,258.0,-282.0,1622.0,70138179,10,2015-12-24,Bridge of Spies,2015,False
32.0,309597,-26.0,126.0,-132.0,2457.0,70447776,11,2015-12-31,Bridge of Spies,2015,False
30.0,229598,-25.8,109.0,-17.0,2106.0,70677374,12,2016-01-07,Bridge of Spies,2015,False
35.0,156302,-31.9,95.0,-14.0,1645.0,70833676,13,2016-01-14,Bridge of Spies,2015,False
30.0,321368,106.0,173.0,78.0,1858.0,71155044,14,2016-01-21,Bridge of Spies,2015,False
27.0,528059,64.3,523.0,350.0,1010.0,71683103,15,2016-01-28,Bridge of Spies,2015,False
33.0,280873,-46.8,218.0,-305.0,1288.0,71963976,16,2016-02-04,Bridge of Spies,2015,False
41.0,122342,-56.4,139.0,-79.0,880.0,72086318,17,2016-02-11,Bridge of Spies,2015,False
43.0,93137,-23.9,89.0,-50.0,1046.0,72179455,18,2016-02-18,Bridge of Spies,2015,False
55.0,53318,-42.8,244.0,155.0,219.0,72232773,19,2016-02-25,Bridge of Spies,2015,False
50.0,56582,6.1,96.0,-148.0,589.0,72289355,20,2016-03-03,Bridge of Spies,2015,False
63.0,24399,-56.9,29.0,-67.0,841.0,72313754,21,2016-03-10,Bridge of Spies,2015,False
48.0,56389,,5.0,,11278.0,56389,0,2015-11-05,Brooklyn,2015,False
29.0,291607,417.0,5.0,,58321.0,347996,1,2015-11-12,Brooklyn,2015,False
20.0,661229,127.0,23.0,18.0,28749.0,1009225,2,2015-11-19,Brooklyn,2015,False
14.0,2439252,269.0,824.0,801.0,2960.0,3448477,3,2015-11-26,Brooklyn,2015,False
9.0,5331546,119.0,845.0,21.0,6310.0,8780023,4,2015-12-03,Brooklyn,2015,False
9.0,3575400,-32.9,906.0,61.0,3946.0,12355423,5,2015-12-10,Brooklyn,2015,False
10.0,2962990,-17.1,947.0,41.0,3129.0,15318413,6,2015-12-17,Brooklyn,2015,False
15.0,2018502,-31.9,543.0,-404.0,3717.0,17336915,7,2015-12-24,Brooklyn,2015,False
15.0,2227080,10.3,300.0,-243.0,7424.0,19563995,8,2015-12-31,Brooklyn,2015,False
14.0,1819964,-18.3,285.0,-15.0,6386.0,21383959,9,2016-01-07,Brooklyn,2015,False
16.0,1565654,-14.0,294.0,9.0,5325.0,22949613,10,2016-01-14,Brooklyn,2015,False
13.0,2914708,86.2,687.0,393.0,4243.0,25864321,11,2016-01-21,Brooklyn,2015,False
11.0,2806850,-3.7,962.0,275.0,2918.0,28671171,12,2016-01-28,Brooklyn,2015,False
13.0,2529772,-9.9,748.0,-214.0,3382.0,31200943,13,2016-02-04,Brooklyn,2015,False
16.0,1755310,-30.6,703.0,-45.0,2497.0,32956253,14,2016-02-11,Brooklyn,2015,False
17.0,1641848,-6.5,495.0,-208.0,3317.0,34598101,15,2016-02-18,Brooklyn,2015,False
19.0,1176526,-28.3,443.0,-52.0,2656.0,35774627,16,2016-02-25,Brooklyn,2015,False
20.0,1058495,-10.0,477.0,34.0,2219.0,36833122,17,2016-03-03,Brooklyn,2015,False
21.0,547852,-48.2,287.0,-190.0,1909.0,37380974,18,2016-03-10,Brooklyn,2015,False
28.0,392874,-28.3,225.0,-62.0,1746.0,37773848,19,2016-03-17,Brooklyn,2015,False
36.0,231058,-41.2,152.0,-73.0,1520.0,38004906,20,2016-03-24,Brooklyn,2015,False
37.0,111524,-51.7,86.0,-66.0,1297.0,38116430,21,2016-03-31,Brooklyn,2015,False
