Rank,WeeklyGross,PctChangeWkGross,Theaters,DeltaTheaters,AvgRev,GrossToDate,Week,Thursday,name,year,Winner
17.0,967378,,14.0,,69098.0,967378,1,1990-11-18,dances with wolves,1990,True
9.0,3871641,300.0,14.0,,276546.0,4839019,2,1990-11-25,dances with wolves,1990,True
3.0,12547813,224.0,1048.0,1034.0,11973.0,17386832,3,1990-12-02,dances with wolves,1990,True
4.0,9246632,-26.3,1053.0,5.0,8781.0,26633464,4,1990-12-09,dances with wolves,1990,True
4.0,7272350,-21.4,1051.0,-2.0,6919.0,33905814,5,1990-12-16,dances with wolves,1990,True
4.0,6456867,-11.2,1196.0,145.0,5399.0,40362681,6,1990-12-23,dances with wolves,1990,True
4.0,9301126,44.1,1254.0,58.0,7417.0,49663807,7,1990-12-30,dances with wolves,1990,True
4.0,14154904,52.2,1269.0,15.0,11154.0,63818711,8,1991-01-06,dances with wolves,1990,True
4.0,10020961,-29.2,1282.0,13.0,7817.0,73839672,9,1991-01-13,dances with wolves,1990,True
5.0,7234933,-27.8,1285.0,3.0,5630.0,81074605,10,1991-01-20,dances with wolves,1990,True
4.0,7007328,-3.1,1301.0,16.0,5386.0,88081933,11,1991-01-27,dances with wolves,1990,True
4.0,5783004,-17.5,1302.0,1.0,4442.0,93864937,12,1991-02-03,dances with wolves,1990,True
2.0,6141945,6.2,1343.0,41.0,4573.0,100006882,13,1991-02-10,dances with wolves,1990,True
5.0,5533238,-9.9,1548.0,205.0,3574.0,105540120,14,1991-02-17,dances with wolves,1990,True
5.0,7522086,35.9,1554.0,6.0,4840.0,113062206,15,1991-02-24,dances with wolves,1990,True
5.0,5596752,-25.6,1602.0,48.0,3494.0,118658958,16,1991-03-03,dances with wolves,1990,True
4.0,5203021,-7.0,1608.0,6.0,3236.0,123861979,17,1991-03-10,dances with wolves,1990,True
6.0,4592552,-11.7,1572.0,-36.0,2921.0,128454531,18,1991-03-17,dances with wolves,1990,True
8.0,4107112,-10.6,1545.0,-27.0,2658.0,132561643,19,1991-03-24,dances with wolves,1990,True
3.0,6545293,59.4,1538.0,-7.0,4256.0,139106936,20,1991-03-31,dances with wolves,1990,True
3.0,7844491,19.8,1621.0,83.0,4839.0,146951427,21,1991-04-07,dances with wolves,1990,True
3.0,5310493,-32.3,1636.0,15.0,3246.0,152261920,22,1991-04-14,dances with wolves,1990,True
4.0,4507713,-15.1,1612.0,-24.0,2796.0,156769633,23,1991-04-21,dances with wolves,1990,True
5.0,3919016,-13.1,1625.0,13.0,2412.0,160688649,24,1991-04-28,dances with wolves,1990,True
8.0,2834963,-27.7,1597.0,-28.0,1775.0,163523612,25,1991-05-05,dances with wolves,1990,True
9.0,2515938,-11.3,1478.0,-119.0,1702.0,166039550,26,1991-05-12,dances with wolves,1990,True
11.0,1334833,-46.9,1358.0,-120.0,983.0,167374383,27,1991-05-19,dances with wolves,1990,True
7.0,2637999,97.6,1107.0,-251.0,2383.0,170012382,28,1991-05-26,dances with wolves,1990,True
13.0,1574002,-40.3,743.0,-364.0,2118.0,171586384,29,1991-06-02,dances with wolves,1990,True
17.0,607933,,12.0,,50661.0,607933,1,1990-12-30,awakenings,1990,False
17.0,633105,4.1,12.0,,52759.0,1241038,2,1991-01-06,awakenings,1990,False
15.0,539563,-14.8,12.0,,44964.0,1780601,3,1991-01-13,awakenings,1990,False
2.0,10769986,1896.0,1282.0,1270.0,8401.0,12550587,4,1991-01-20,awakenings,1990,False
2.0,9089009,-15.6,1311.0,29.0,6933.0,21639596,5,1991-01-27,awakenings,1990,False
2.0,6435604,-29.2,1325.0,14.0,4857.0,28075200,6,1991-02-03,awakenings,1990,False
4.0,5638711,-12.4,1330.0,5.0,4240.0,33713911,7,1991-02-10,awakenings,1990,False
6.0,3721904,-34.0,1318.0,-12.0,2824.0,37435815,8,1991-02-17,awakenings,1990,False
10.0,3310729,-11.0,1219.0,-99.0,2716.0,40746544,9,1991-02-24,awakenings,1990,False
10.0,2225067,-32.8,1169.0,-50.0,1903.0,42971611,10,1991-03-03,awakenings,1990,False
11.0,1762071,-20.8,925.0,-244.0,1905.0,44733682,11,1991-03-10,awakenings,1990,False
12.0,1330865,-24.5,725.0,-200.0,1836.0,46064547,12,1991-03-17,awakenings,1990,False
16.0,869644,,506.0,10.0,1719.0,48962883,15,1991-03-24,awakenings,1990,False
2.0,19767951,,1101.0,,17955.0,19767951,1,1990-07-22,ghost,1990,False
1.0,20550183,4.0,1400.0,299.0,14679.0,40318134,2,1990-07-29,ghost,1990,False
2.0,18014258,-12.3,1694.0,294.0,10634.0,58332392,3,1990-08-05,ghost,1990,False
1.0,17691424,-1.8,1766.0,72.0,10018.0,76023816,4,1990-08-12,ghost,1990,False
2.0,14777965,-16.5,1766.0,,8368.0,90801781,5,1990-08-19,ghost,1990,False
1.0,13191612,-10.7,1766.0,,7470.0,103993393,6,1990-08-26,ghost,1990,False
2.0,11069509,-16.1,1766.0,,6268.0,115062902,7,1990-09-02,ghost,1990,False
1.0,11864168,7.2,1766.0,,6718.0,126927070,8,1990-09-09,ghost,1990,False
1.0,8643231,-27.1,1766.0,,4894.0,135570301,9,1990-09-16,ghost,1990,False
2.0,7676037,-11.2,1766.0,,4347.0,143246338,10,1990-09-23,ghost,1990,False
3.0,6590437,-14.1,1766.0,,3732.0,149836775,11,1990-09-30,ghost,1990,False
3.0,6995680,6.1,1766.0,,3961.0,156832455,12,1990-10-07,ghost,1990,False
4.0,6391096,-8.6,1766.0,,3619.0,163223551,13,1990-10-14,ghost,1990,False
3.0,5455667,-14.6,1766.0,,3089.0,168679218,14,1990-10-21,ghost,1990,False
4.0,4708439,-13.7,1766.0,,2666.0,173387657,15,1990-10-28,ghost,1990,False
6.0,4028079,-14.4,1766.0,,2281.0,177415736,16,1990-11-04,ghost,1990,False
2.0,4338917,7.7,1713.0,-53.0,2533.0,181754653,17,1990-11-11,ghost,1990,False
3.0,5559166,28.1,1713.0,,3245.0,187313819,18,1990-11-18,ghost,1990,False
6.0,4530151,-18.5,1713.0,,2645.0,191843970,19,1990-11-25,ghost,1990,False
7.0,4260105,-6.0,1528.0,-185.0,2788.0,196104075,20,1990-12-02,ghost,1990,False
8.0,2385527,-44.0,1528.0,,1561.0,198489602,21,1990-12-09,ghost,1990,False
8.0,1893929,-20.6,1386.0,-142.0,1366.0,200383531,22,1990-12-16,ghost,1990,False
13.0,1194154,-36.9,1112.0,-274.0,1074.0,201577685,23,1990-12-23,ghost,1990,False
16.0,2038628,70.7,988.0,-124.0,2063.0,203616313,24,1990-12-30,ghost,1990,False
13.0,3023696,48.3,1011.0,23.0,2991.0,206640009,25,1991-01-06,ghost,1990,False
12.0,2038653,-32.6,758.0,-253.0,2690.0,208678662,26,1991-01-13,ghost,1990,False
15.0,1345172,-34.0,754.0,-4.0,1784.0,210023834,27,1991-01-20,ghost,1990,False
19.0,1233428,-8.3,648.0,-106.0,1903.0,211257262,28,1991-01-27,ghost,1990,False
16.0,709867,,461.0,-28.0,1540.0,213704210,31,1991-02-03,ghost,1990,False
15.0,342736,,205.0,-53.0,1672.0,216588143,34,1991-02-10,ghost,1990,False
3.0,14023983,,1820.0,,7705.0,14023983,0,1990-12-30,godfather part iii,1990,False
2.0,22423901,59.9,1901.0,81.0,11796.0,36447884,1,1991-01-06,godfather part iii,1990,False
3.0,11021075,-50.9,1922.0,21.0,5734.0,47468959,2,1991-01-13,godfather part iii,1990,False
6.0,5681603,-48.4,1922.0,,2956.0,53150562,3,1991-01-20,godfather part iii,1990,False
10.0,3964712,-30.2,1358.0,-564.0,2920.0,57115274,4,1991-01-27,godfather part iii,1990,False
12.0,2462341,-37.9,1104.0,-254.0,2230.0,59577615,5,1991-02-03,godfather part iii,1990,False
15.0,1943100,-21.1,775.0,-329.0,2507.0,61520715,6,1991-02-10,godfather part iii,1990,False
14.0,1210008,-37.7,602.0,-173.0,2010.0,62730723,7,1991-02-17,godfather part iii,1990,False
15.0,1349857,11.6,736.0,134.0,1834.0,64080580,8,1991-02-24,godfather part iii,1990,False
1.0,8971101,,1070.0,,8384.0,8971101,1,1990-09-30,goodfellas,1990,False
2.0,8043235,-10.3,1291.0,221.0,6230.0,17014336,2,1990-10-07,goodfellas,1990,False
5.0,6386994,-20.6,1328.0,37.0,4809.0,23401330,3,1990-10-14,goodfellas,1990,False
5.0,4831302,-24.4,1318.0,-10.0,3666.0,28232632,4,1990-10-21,goodfellas,1990,False
9.0,3432845,-28.9,1269.0,-49.0,2705.0,31665477,5,1990-10-28,goodfellas,1990,False
11.0,2338115,-31.9,894.0,-375.0,2615.0,34003592,6,1990-11-04,goodfellas,1990,False
13.0,1954074,-16.4,834.0,-60.0,2343.0,35957666,7,1990-11-11,goodfellas,1990,False
13.0,1530200,-21.7,596.0,-238.0,2567.0,37487866,8,1990-11-18,goodfellas,1990,False
17.0,1144867,,606.0,584.0,1889.0,42173619,12,1990-11-25,goodfellas,1990,False
1.0,18948193,,1497.0,,12657.0,18948193,1,1991-02-21,the silence of the lambs,1991,True
1.0,15889599,-16.1,1515.0,18.0,10488.0,34837792,2,1991-02-28,the silence of the lambs,1991,True
1.0,14394372,-9.4,1535.0,20.0,9377.0,49232164,3,1991-03-07,the silence of the lambs,1991,True
1.0,11997310,-16.7,1586.0,51.0,7565.0,61229474,4,1991-03-14,the silence of the lambs,1991,True
1.0,10341020,-13.8,1600.0,14.0,6463.0,71570494,5,1991-03-21,the silence of the lambs,1991,True
2.0,9767863,-5.5,1608.0,8.0,6075.0,81338357,6,1991-03-28,the silence of the lambs,1991,True
2.0,8326256,-14.8,1616.0,8.0,5152.0,89664613,7,1991-04-04,the silence of the lambs,1991,True
2.0,6276994,-24.6,1627.0,11.0,3858.0,95941607,8,1991-04-11,the silence of the lambs,1991,True
3.0,5510892,-12.2,1635.0,8.0,3371.0,101452499,9,1991-04-18,the silence of the lambs,1991,True
4.0,4619808,-16.2,1642.0,7.0,2814.0,106072307,10,1991-04-25,the silence of the lambs,1991,True
6.0,3581085,-22.5,1627.0,-15.0,2201.0,109653392,11,1991-05-02,the silence of the lambs,1991,True
6.0,3475360,-3.0,1619.0,-8.0,2147.0,113128752,12,1991-05-09,the silence of the lambs,1991,True
5.0,2814787,-19.0,1574.0,-45.0,1788.0,115943539,13,1991-05-16,the silence of the lambs,1991,True
8.0,2592699,-7.9,1444.0,-130.0,1795.0,118536238,14,1991-05-23,the silence of the lambs,1991,True
12.0,1610388,-37.9,883.0,-561.0,1824.0,120146626,15,1991-05-30,the silence of the lambs,1991,True
14.0,1592569,-1.1,987.0,104.0,1614.0,121739195,16,1991-06-06,the silence of the lambs,1991,True
12.0,1222931,-23.2,835.0,-152.0,1465.0,122962126,17,1991-06-13,the silence of the lambs,1991,True
12.0,1240600,1.4,803.0,-32.0,1545.0,124202726,18,1991-06-20,the silence of the lambs,1991,True
13.0,293373,,2.0,,146687.0,293373,1,1991-11-21,beauty and the beast,1991,False
3.0,13943192,4653.0,977.0,975.0,14271.0,14236565,2,1991-11-28,beauty and the beast,1991,False
3.0,13906479,-0.3,1118.0,141.0,12439.0,28143044,3,1991-12-05,beauty and the beast,1991,False
4.0,7248934,-47.9,1118.0,,6484.0,35391978,4,1991-12-12,beauty and the beast,1991,False
5.0,5791845,-20.1,1123.0,5.0,5157.0,41183823,5,1991-12-19,beauty and the beast,1991,False
3.0,11836504,104.0,1925.0,802.0,6149.0,53020327,6,1991-12-26,beauty and the beast,1991,False
3.0,20645736,74.4,1940.0,15.0,10642.0,73666063,7,1992-01-02,beauty and the beast,1991,False
4.0,10411680,-49.6,1940.0,,5367.0,84077743,8,1992-01-09,beauty and the beast,1991,False
7.0,5887508,-43.5,1960.0,20.0,3004.0,89965251,9,1992-01-16,beauty and the beast,1991,False
9.0,6013520,2.1,1805.0,-155.0,3332.0,95978771,10,1992-01-23,beauty and the beast,1991,False
8.0,4190479,-30.3,1761.0,-44.0,2380.0,100169250,11,1992-01-30,beauty and the beast,1991,False
7.0,3949286,-5.8,1648.0,-113.0,2396.0,104118536,12,1992-02-06,beauty and the beast,1991,False
9.0,2899622,-26.6,1580.0,-68.0,1835.0,107018158,13,1992-02-13,beauty and the beast,1991,False
7.0,3891979,34.2,1500.0,-80.0,2595.0,110910137,14,1992-02-20,beauty and the beast,1991,False
7.0,2994311,-23.1,1360.0,-140.0,2202.0,113904448,15,1992-02-27,beauty and the beast,1991,False
8.0,2653483,-11.4,1346.0,-14.0,1971.0,116557931,16,1992-03-05,beauty and the beast,1991,False
10.0,2379423,-10.3,1253.0,-93.0,1899.0,118937354,17,1992-03-12,beauty and the beast,1991,False
12.0,2284608,-4.0,1171.0,-82.0,1951.0,121221962,18,1992-03-19,beauty and the beast,1991,False
7.0,2311201,1.2,1157.0,-14.0,1998.0,123533163,19,1992-03-26,beauty and the beast,1991,False
9.0,2637218,14.1,1157.0,,2279.0,126170381,20,1992-04-02,beauty and the beast,1991,False
11.0,2488668,-5.6,1119.0,-38.0,2224.0,128659049,21,1992-04-09,beauty and the beast,1991,False
7.0,1841448,,1003.0,-72.0,1836.0,137902032,25,1992-04-16,beauty and the beast,1991,False
9.0,1472768,-20.0,901.0,-102.0,1635.0,139374800,27,1992-04-23,beauty and the beast,1991,False
13.0,266622,,4.0,,66656.0,266622,1,1991-12-19,bugsy,1991,False
7.0,8776397,3192.0,1219.0,1215.0,7200.0,9043019,2,1991-12-26,bugsy,1991,False
9.0,10904293,24.2,1244.0,25.0,8766.0,19947312,3,1992-01-02,bugsy,1991,False
7.0,7059150,-35.3,1245.0,1.0,5670.0,27006462,4,1992-01-09,bugsy,1991,False
10.0,4226090,-40.1,1253.0,8.0,3373.0,31232552,5,1992-01-16,bugsy,1991,False
11.0,3686209,-12.8,1173.0,-80.0,3143.0,34918761,6,1992-01-23,bugsy,1991,False
12.0,2344693,-36.4,1082.0,-91.0,2167.0,37263454,7,1992-01-30,bugsy,1991,False
13.0,1616570,-31.1,695.0,-387.0,2326.0,38880024,8,1992-02-06,bugsy,1991,False
9.0,2396757,,1231.0,,1947.0,43059387,11,1992-02-13,bugsy,1991,False
11.0,1792219,-25.2,1079.0,-152.0,1661.0,44851606,12,1992-02-20,bugsy,1991,False
16.0,525167,,356.0,-75.0,1475.0,47863444,15,1992-02-27,bugsy,1991,False
14.0,400400,-23.8,455.0,99.0,880.0,48263844,16,1992-03-05,bugsy,1991,False
6.0,10182720,,1164.0,,8748.0,10182720,1,1991-12-26,jfk,1991,False
6.0,13849169,36.0,1164.0,,11898.0,24031889,2,1992-01-02,jfk,1991,False
5.0,9233152,-33.3,1164.0,,7932.0,33265041,3,1992-01-09,jfk,1991,False
6.0,6443602,-30.2,1183.0,19.0,5447.0,39708643,4,1992-01-16,jfk,1991,False
8.0,7025513,9.0,1350.0,167.0,5204.0,46734156,5,1992-01-23,jfk,1991,False
5.0,4762185,-32.2,1370.0,20.0,3476.0,51496341,6,1992-01-30,jfk,1991,False
6.0,4142668,-13.0,1395.0,25.0,2970.0,55639009,7,1992-02-06,jfk,1991,False
8.0,2923808,-29.4,1351.0,-44.0,2164.0,58562817,8,1992-02-13,jfk,1991,False
10.0,2842174,-2.8,1317.0,-34.0,2158.0,61404991,9,1992-02-20,jfk,1991,False
12.0,2270383,-20.1,1303.0,-14.0,1742.0,63675374,10,1992-02-27,jfk,1991,False
12.0,1681339,-25.9,1107.0,-196.0,1519.0,65356713,11,1992-03-05,jfk,1991,False
17.0,524747,,485.0,-76.0,1082.0,68487164,14,1992-03-12,jfk,1991,False
2.0,22783915,,1405.0,,16216.0,22783915,1,1992-01-02,the prince of tides,1991,False
3.0,11238247,-50.7,1412.0,7.0,7959.0,34022162,2,1992-01-09,the prince of tides,1991,False
2.0,7803043,-30.6,1456.0,44.0,5359.0,41825205,3,1992-01-16,the prince of tides,1991,False
6.0,7128035,-8.7,1525.0,69.0,4674.0,48953240,4,1992-01-23,the prince of tides,1991,False
6.0,4503100,-36.8,1545.0,20.0,2915.0,53456340,5,1992-01-30,the prince of tides,1991,False
9.0,3696137,-17.9,1546.0,1.0,2391.0,57152477,6,1992-02-06,the prince of tides,1991,False
10.0,2574207,-30.4,1495.0,-51.0,1722.0,59726684,7,1992-02-13,the prince of tides,1991,False
12.0,2765860,7.4,1416.0,-79.0,1953.0,62492544,8,1992-02-20,the prince of tides,1991,False
10.0,2374808,-14.1,1277.0,-139.0,1860.0,64867352,9,1992-02-27,the prince of tides,1991,False
9.0,1964572,-17.3,1163.0,-114.0,1689.0,66831924,10,1992-03-05,the prince of tides,1991,False
13.0,1510604,-23.1,914.0,-249.0,1653.0,68342528,11,1992-03-12,the prince of tides,1991,False
13.0,992145,,602.0,-93.0,1648.0,71511901,14,1992-03-19,the prince of tides,1991,False
1.0,22406822,,2071.0,,10819.0,22406822,1,1992-08-13,unforgiven,1992,True
1.0,15982380,-28.7,2087.0,16.0,7658.0,38389202,2,1992-08-20,unforgiven,1992,True
1.0,11087658,-30.6,2087.0,,5313.0,49476860,3,1992-08-27,unforgiven,1992,True
2.0,7812197,-29.5,2078.0,-9.0,3759.0,57289057,4,1992-09-03,unforgiven,1992,True
2.0,7502528,-4.0,2058.0,-20.0,3646.0,64791585,5,1992-09-10,unforgiven,1992,True
4.0,3642595,-51.4,2025.0,-33.0,1799.0,68434180,6,1992-09-17,unforgiven,1992,True
7.0,2661369,-26.9,1803.0,-222.0,1476.0,71095549,7,1992-09-24,unforgiven,1992,True
12.0,1503053,-43.5,1257.0,-546.0,1196.0,72598602,8,1992-10-01,unforgiven,1992,True
14.0,816806,-45.7,926.0,-331.0,882.0,73415408,9,1992-10-08,unforgiven,1992,True
13.0,519254,-36.4,501.0,-425.0,1036.0,73934662,10,1992-10-15,unforgiven,1992,True
16.0,194877,-62.5,303.0,-198.0,643.0,74129539,11,1992-10-22,unforgiven,1992,True
16.0,182211,-6.5,274.0,-29.0,665.0,74311750,12,1992-10-29,unforgiven,1992,True
17.0,156727,-14.0,241.0,-33.0,650.0,74468477,13,1992-11-05,unforgiven,1992,True
15.0,142409,-9.1,221.0,-20.0,644.0,74610886,14,1992-11-12,unforgiven,1992,True
17.0,122596,-13.9,173.0,-48.0,709.0,74733482,15,1992-11-19,unforgiven,1992,True
17.0,102220,-16.6,137.0,-36.0,746.0,74835702,16,1992-11-26,unforgiven,1992,True
15.0,87639,-14.3,142.0,5.0,617.0,74923341,17,1992-12-03,unforgiven,1992,True
14.0,53712,-38.7,135.0,-7.0,398.0,74977053,18,1992-12-10,unforgiven,1992,True
14.0,36446,-32.1,102.0,-33.0,357.0,75013499,19,1992-12-17,unforgiven,1992,True
18.0,65521,,14.0,-16.0,4680.0,75190020,25,1992-12-24,unforgiven,1992,True
19.0,62281,-4.9,11.0,-3.0,5662.0,75252301,26,1992-12-31,unforgiven,1992,True
19.0,41406,-33.5,10.0,-1.0,4141.0,75293707,27,1993-01-07,unforgiven,1992,True
19.0,41427,0.1,15.0,5.0,2762.0,75335134,28,1993-01-14,unforgiven,1992,True
11.0,2064574,4884.0,810.0,795.0,2549.0,77399708,29,1993-01-21,unforgiven,1992,True
12.0,1885928,-8.7,767.0,-43.0,2459.0,79285636,30,1993-01-28,unforgiven,1992,True
16.0,1163753,-38.3,574.0,-193.0,2027.0,80449689,31,1993-02-04,unforgiven,1992,True
17.0,695686,-40.2,360.0,-214.0,1932.0,81145075,32,1993-02-11,unforgiven,1992,True
17.0,816737,17.4,548.0,188.0,1490.0,81961812,33,1993-02-18,unforgiven,1992,True
14.0,1508417,84.7,484.0,-64.0,3117.0,83470229,34,1993-02-25,unforgiven,1992,True
8.0,3416692,127.0,855.0,371.0,3996.0,86886921,35,1993-03-04,unforgiven,1992,True
9.0,2675689,-21.7,945.0,90.0,2831.0,89562610,36,1993-03-11,unforgiven,1992,True
9.0,1993919,-25.5,1026.0,81.0,1943.0,91556529,37,1993-03-18,unforgiven,1992,True
14.0,1250057,-37.3,939.0,-87.0,1331.0,92806586,38,1993-03-25,unforgiven,1992,True
15.0,968052,-22.6,909.0,-30.0,1065.0,93774638,39,1993-04-01,unforgiven,1992,True
13.0,790203,-18.4,810.0,-99.0,976.0,94564841,40,1993-04-08,unforgiven,1992,True
14.0,659239,-16.6,606.0,-204.0,1088.0,95224080,41,1993-04-15,unforgiven,1992,True
15.0,532948,-19.2,510.0,-96.0,1045.0,95757028,42,1993-04-22,unforgiven,1992,True
13.0,1662166,212.0,955.0,445.0,1740.0,97419194,43,1993-04-29,unforgiven,1992,True
15.0,1055667,-36.5,955.0,,1105.0,98474861,44,1993-05-06,unforgiven,1992,True
14.0,927264,-12.2,747.0,-208.0,1241.0,99402125,45,1993-05-13,unforgiven,1992,True
15.0,830712,-10.4,686.0,-61.0,1211.0,100232837,46,1993-05-20,unforgiven,1992,True
13.0,484747,-41.6,356.0,-330.0,1362.0,100717584,47,1993-05-27,unforgiven,1992,True
14.0,289626,-40.3,201.0,-155.0,1441.0,101007210,48,1993-06-03,unforgiven,1992,True
15.0,150237,-48.1,129.0,-72.0,1165.0,101157447,49,1993-06-10,unforgiven,1992,True
13.0,195511,,6.0,,32585.0,195511,1,1992-12-03,the crying game,1992,False
12.0,222129,13.6,9.0,3.0,24681.0,417640,2,1992-12-10,the crying game,1992,False
13.0,219559,-1.2,9.0,,24395.0,637199,3,1992-12-17,the crying game,1992,False
13.0,1053820,380.0,88.0,79.0,11975.0,1691019,4,1992-12-24,the crying game,1992,False
13.0,1509923,43.3,121.0,33.0,12479.0,3200942,5,1992-12-31,the crying game,1992,False
13.0,1801283,19.3,118.0,-3.0,15265.0,5002225,6,1993-01-07,the crying game,1992,False
12.0,1779903,-1.2,135.0,17.0,13184.0,6782128,7,1993-01-14,the crying game,1992,False
11.0,2215578,24.5,171.0,36.0,12957.0,8997706,8,1993-01-21,the crying game,1992,False
14.0,1925241,-13.1,192.0,21.0,10027.0,10922947,9,1993-01-28,the crying game,1992,False
13.0,1787135,-7.2,217.0,25.0,8236.0,12710082,10,1993-02-04,the crying game,1992,False
13.0,1829638,2.4,217.0,,8432.0,14539720,11,1993-02-11,the crying game,1992,False
15.0,1721440,-5.9,239.0,22.0,7203.0,16261160,12,1993-02-18,the crying game,1992,False
4.0,6856080,298.0,735.0,496.0,9328.0,23117240,13,1993-02-25,the crying game,1992,False
4.0,6421215,-6.3,985.0,250.0,6519.0,29538455,14,1993-03-04,the crying game,1992,False
3.0,5724594,-10.8,1097.0,112.0,5218.0,35263049,15,1993-03-11,the crying game,1992,False
6.0,4432115,-22.6,1093.0,-4.0,4055.0,39695164,16,1993-03-18,the crying game,1992,False
7.0,4246642,-4.2,1044.0,-49.0,4068.0,43941806,17,1993-03-25,the crying game,1992,False
4.0,4463447,5.1,1001.0,-43.0,4459.0,48405253,18,1993-04-01,the crying game,1992,False
7.0,3789321,-15.1,940.0,-61.0,4031.0,52194574,19,1993-04-08,the crying game,1992,False
7.0,2982842,-21.3,921.0,-19.0,3239.0,55177416,20,1993-04-15,the crying game,1992,False
7.0,2514770,-15.7,974.0,53.0,2582.0,57692186,21,1993-04-22,the crying game,1992,False
11.0,1622027,-35.5,860.0,-114.0,1886.0,59314213,22,1993-04-29,the crying game,1992,False
1.0,20856522,,1925.0,,10835.0,20856522,1,1992-12-17,a few good men,1992,False
1.0,16974306,-18.6,1925.0,,8818.0,37830828,2,1992-12-24,a few good men,1992,False
2.0,25298009,49.0,2112.0,187.0,11978.0,63128837,3,1992-12-31,a few good men,1992,False
2.0,18139207,-28.3,2115.0,3.0,8576.0,81268044,4,1993-01-07,a few good men,1992,False
1.0,11566058,-36.2,2201.0,86.0,5255.0,92834102,5,1993-01-14,a few good men,1992,False
3.0,10167175,-12.1,2146.0,-55.0,4738.0,103001277,6,1993-01-21,a few good men,1992,False
2.0,7648750,-24.8,2100.0,-46.0,3642.0,110650027,7,1993-01-28,a few good men,1992,False
4.0,5218195,-31.8,2056.0,-44.0,2538.0,115868222,8,1993-02-04,a few good men,1992,False
5.0,4862078,-6.8,1732.0,-324.0,2807.0,120730300,9,1993-02-11,a few good men,1992,False
9.0,3843250,-21.0,1352.0,-380.0,2843.0,124573550,10,1993-02-18,a few good men,1992,False
10.0,2966954,-22.8,1324.0,-28.0,2241.0,127540504,11,1993-02-25,a few good men,1992,False
10.0,2372001,-20.1,1278.0,-46.0,1856.0,129912505,12,1993-03-04,a few good men,1992,False
13.0,1539697,-35.1,1027.0,-251.0,1499.0,131452202,13,1993-03-11,a few good men,1992,False
15.0,1073509,-30.3,715.0,-312.0,1501.0,132525711,14,1993-03-18,a few good men,1992,False
16.0,1049096,-2.3,623.0,-92.0,1684.0,133574807,15,1993-03-25,a few good men,1992,False
16.0,971408,-7.4,600.0,-23.0,1619.0,134546215,16,1993-04-01,a few good men,1992,False
16.0,674029,-30.6,452.0,-148.0,1491.0,135220244,17,1993-04-08,a few good men,1992,False
16.0,424207,-37.1,387.0,-65.0,1096.0,135644451,18,1993-04-15,a few good men,1992,False
17.0,299426,-29.4,380.0,-7.0,788.0,135943877,19,1993-04-22,a few good men,1992,False
12.0,1280903,328.0,935.0,555.0,1370.0,137224780,20,1993-04-29,a few good men,1992,False
16.0,964277,-24.7,857.0,-78.0,1125.0,138189057,21,1993-05-06,a few good men,1992,False
14.0,723228,-25.0,690.0,-167.0,1048.0,138912285,22,1993-05-13,a few good men,1992,False
15.0,650258,-10.1,582.0,-108.0,1117.0,139562543,23,1993-05-20,a few good men,1992,False
14.0,566809,-12.8,398.0,-184.0,1424.0,140129352,24,1993-05-27,a few good men,1992,False
17.0,255462,-54.9,204.0,-194.0,1252.0,140384814,25,1993-06-03,a few good men,1992,False
17.0,96958,,1.0,,96958.0,96958,1,1992-03-19,howards end,1992,False
17.0,85468,-11.9,1.0,,85468.0,182426,2,1992-03-26,howards end,1992,False
19.0,78396,-8.3,1.0,,78396.0,260822,3,1992-04-02,howards end,1992,False
16.0,76039,-3.0,1.0,,76039.0,336861,4,1992-04-09,howards end,1992,False
18.0,96302,26.6,1.0,,96302.0,433163,5,1992-04-16,howards end,1992,False
18.0,411476,327.0,12.0,11.0,34290.0,844639,6,1992-04-23,howards end,1992,False
18.0,497850,21.0,20.0,8.0,24893.0,1342489,7,1992-04-30,howards end,1992,False
19.0,424090,-14.8,22.0,2.0,19277.0,1766579,8,1992-05-07,howards end,1992,False
17.0,512047,20.7,25.0,3.0,20482.0,2278626,9,1992-05-14,howards end,1992,False
13.0,428843,-16.2,25.0,,17154.0,2707469,10,1992-05-21,howards end,1992,False
12.0,911432,113.0,65.0,40.0,14022.0,3618901,11,1992-05-28,howards end,1992,False
14.0,699448,-23.3,67.0,2.0,10440.0,4318349,12,1992-06-04,howards end,1992,False
11.0,1330740,90.3,68.0,1.0,19570.0,5649089,13,1992-06-11,howards end,1992,False
13.0,740911,-44.3,104.0,36.0,7124.0,6390000,14,1992-06-18,howards end,1992,False
12.0,718430,-3.0,111.0,7.0,6472.0,7108430,15,1992-06-25,howards end,1992,False
15.0,727624,1.3,126.0,15.0,5775.0,7836054,16,1992-07-02,howards end,1992,False
12.0,905237,24.4,127.0,1.0,7128.0,8741291,17,1992-07-09,howards end,1992,False
14.0,984449,,402.0,120.0,2449.0,20099266,21,1992-07-16,howards end,1992,False
14.0,122828,,20.0,,6141.0,122828,0,1992-12-24,scent of a woman,1992,False
14.0,720012,486.0,20.0,,36001.0,842840,1,1992-12-31,scent of a woman,1992,False
15.0,759029,5.4,20.0,,37951.0,1601869,2,1993-01-07,scent of a woman,1992,False
3.0,8810205,1061.0,1083.0,1063.0,8135.0,10412074,3,1993-01-14,scent of a woman,1992,False
6.0,7633700,-13.4,1224.0,141.0,6237.0,18045774,4,1993-01-21,scent of a woman,1992,False
